First Name,Last Name,Street Number,Street,City,Province,Postal Code,Country,Phone Number,email Address
Ethan,Thomas,229,Bedford Row,Prince George,Northwest Territories,G3E 2K4,Canada,1050234559,Ethan@thing.com
James,Thomas,120,Bedford Row,Medicine Hat,Nunavut,T1L 2H8,Canada,171285747,James@job.com
Jacob,Taylor,58,Blue Thistle Road,Norfolk County,Nova Scotia,J1S 0R4,Canada,585652598,Jacob@room.com
Ethan,Wilson,347,Bridget Avenue,Brantford,Alberta,E4S 3C4,Canada,879823255,Ethan@country.com
James,Moore,223,Aukland Place,Pickering,Prince Edward Island,L3V 1Y8,Canada,588553126,James@study.com
Ethan,Brown,207,Battery 18th Road,Mississauga,Newfoundland and Labrador,E7E 3T7,Canada,439924419,Ethan@state.com
"",Miller,149,Agricola Street,Winnipeg,Prince Edward Island,G3H 0B4,Canada,820053012,null@child.com
Liam,,439,Armshore Drive,New Westminster,Prince Edward Island,L0N 3J2,Canada,493856583,Liam@month.com
William,Jackson,481,Brigadier Court,Pickering,,T1L 2H8,Canada,473540514,William@year.com
Mason,Williams,157,Basinview Drive,Sherbrooke,Quebec,N8A 0B3,Canada,313009362,Mason@part.com
"",Anderson,7,Brussels Street,Edmonton,Newfoundland and Labrador,G6X 2L1,Canada,955175867,null@place.com
James,Moore,480,Charlotte Lane,Peterborough,Nova Scotia,H3J 3P2,Canada,1266888817,James@case.com
Liam,Thomas,370,Blue Willow Court,Thunder Bay,Nova Scotia,L0N 3J2,Canada,967200314,Liam@story.com
Jacob,Taylor,13,Black Street,Mirabel,Nova Scotia,G6X 2L1,Canada,266329229,Jacob@world.com
"",Wilson,103,Birmingham Street,Lethbridge,Prince Edward Island,L3V 1Y8,Canada,1205661918,null@week.com
Ethan,Thomas,55,Braeburn Road,Burlington,,T1L 2H8,Canada,445701075,Ethan@point.com
