First Name,Last Name,Street Number,Street,City,Province,Postal Code,Country,Phone Number,email Address
William,Jones,241,Birchwood Drive,Langley,Nova Scotia,J9P 1C6,Canada,384592781,William@day.com
Mason,,312,Bright Place,Niagara Falls,Alberta,N5C 2J8,Canada,1396854484,Mason@word.com
James,Williams,137,Chelsea Lane,Kamloops,Newfoundland and Labrador,B2E 0X4,Canada,561257418,James@mother.com
"",Thomas,260,Barrington Street,Ottawa,Nova Scotia,E7E 3T7,Canada,174753494,null@home.com
William,Anderson,24,Bayne St Ramp,Victoria,Quebec,L3V 1Y8,Canada,391318697,William@child.com
Ethan,Moore,80,Anchor Drive,Brampton,Nunavut,V8B 1P6,Canada,835288744,Ethan@study.com
James,Jones,44,Bliss Street,North Vancouver,Quebec,L3V 1Y8,Canada,217771417,James@room.com
Alexander,Jones,356,Borden Street,Waterloo,,V8C 0S2,Canada,1334157440,Alexander@night.com
Alexander,Davis,145,Birch Street,Kelowna,Newfoundland and Labrador,B2E 0X4,Canada,432185189,Alexander@way.com
James,Miller,82,Beachstone Drive,Drummondville,Newfoundland and Labrador,H3J 3P2,Canada,1371627615,James@student.com
Alexander,Williams,204,Broadholme Lane,Burnaby,Yukon,"L4A 0T3 ",Canada,936870091,Alexander@time.com
Mason,Jones,439,Alm-d Ramp,Hamilton,Newfoundland and Labrador,N4N 0B9,Canada,621134427,Mason@government.com
Alexander,Williams,443,Birmingham Street,Clarington,Quebec,T1L 2H8,Canada,692952664,Alexander@room.com
Jacob,Brown,14,Aldergrove Drive,Aurora,Quebec,E4S 3C4,Canada,984302043,Jacob@Mr.com
Alexander,Moore,170,Belle Aire Terrace,Medicine Hat,Yukon,V8B 1P6,Canada,1349068558,Alexander@month.com
Alexander,Thomas,231,Boulderwood Road,Repentigny,Northwest Territories,K1B 3B2,Canada,1117777405,Alexander@system.com
