First Name,Last Name,Street Number,Street,City,Province,Postal Code,Country,Phone Number,email Address
Ethan,Jones,370,Albert Place,St. John's,Prince Edward Island,L0N 3J2,Canada,415044357,Ethan@mother.com
Ethan,Anderson,480,Acorn Road,Winnipeg,British Columbia,H9S 1R4,Canada,1389698873,Ethan@year.com
Ethan,Jones,88,Ardwell Avenue,North Vancouver,Yukon,"V1K 1V0 ",Canada,1303565073,Ethan@lot.com
Jacob,Jones,127,Brighton Avenue,Kawartha Lakes,Nunavut,B3V 2V1,Canada,432836035,Jacob@state.com
Alexander,Wilson,21,Albemarle Street,Oakville,Saskatchewan,N8H 2H6,Canada,416122843,Alexander@case.com
James,Jones,230,Binney Street,Saint-Hyacinthe,Prince Edward Island,E7E 3T7,Canada,1021473320,James@number.com
Alexander,Jackson,309,Cabot Place,Saint John,Nova Scotia,G3E 2K4,Canada,362330952,Alexander@time.com
Ethan,Anderson,342,Cedarbank Terrace,Fredericton,Prince Edward Island,G3E 2K4,Canada,1217002529,Ethan@word.com
"",Williams,96,Chartwell Lane,Medicine Hat,Saskatchewan,J9P 1C6,Canada,320979568,null@question.com
"",Thomas,497,Bayers Road,Quebec City,Yukon,L3V 1Y8,Canada,793327375,null@student.com
Ethan,Jones,56,Chain Lake Drive,Chatham-Kent,Quebec,T1L 2H8,Canada,988886207,Ethan@study.com
Ethan,Johnson,362,Carnation Crescent,Edmonton,Yukon,N8H 2H6,Canada,528803390,Ethan@country.com
Mason,Jones,490,Beresford Road,Winnipeg,Alberta,H0H 3C9,Canada,948092992,Mason@number.com
William,Anderson,229,Chartwell Lane,Ajax,Manitoba,"L4A 0T3 ",Canada,622703323,William@right.com
