First Name,Last Name,Street Number,Street,City,Province,Postal Code,Country,Phone Number,email Address
Ethan,Williams,199,Beachstone Drive,Saguenay,Prince Edward Island,B2E 0X4,Canada,799655295,Ethan@story.com
Ethan,Moore,418,Botany Terrace,Grande Prairie,Yukon,L4A 0T0,Canada,1119571210,Ethan@work.com
Jacob,Moore,481,Benalder Lane,Coquitlam,Prince Edward Island,N8A 0B3,Canada,254171204,Jacob@month.com
William,Jones,184,Annandale Street,Cape Breton,Nunavut,J9T 3H4,Canada,986316112,William@time.com
James,Miller,211,Alm-a Ramp,Mirabel,Nunavut,V8B 1P6,Canada,1377356658,James@government.com
"",Johnson,7,Cherry Lane,Kelowna,Prince Edward Island,V8C 0S2,Canada,599673375,null@right.com
"",Wilson,465,Briar Place,Sault Ste. Marie,Prince Edward Island,N5C 2J8,Canada,1218319860,null@woman.com
Liam,Thomas,366,Aikenhead Road,Oakville,Prince Edward Island,E7E 3T7,Canada,1311054713,Liam@way.com
Jacob,Wilson,216,Chelsea Lane,Brantford,Saskatchewan,"B0T 0Y5 ",Canada,1136223474,Jacob@question.com
Alexander,Taylor,37,Admirals Way,Laval,Northwest Territories,H9S 1R4,Canada,250793284,Alexander@group.com
Liam,Brown,441,Brockhurst Close,Markham,Nova Scotia,E7E 3T7,Canada,1025897013,Liam@state.com
"",Williams,349,Battery Drive,Thunder Bay,Newfoundland and Labrador,"V1K 1V0 ",Canada,619662265,null@week.com
