First Name,Last Name,Street Number,Street,City,Province,Postal Code,Country,Phone Number,email Address
Alexander,Wilson,250,Bilby Street,Whitby,Northwest Territories,T1L 2H8,Canada,718870262,Alexander@story.com
Mason,Thomas,339,Alm-a Ramp,St. Catharines,Prince Edward Island,L3V 1Y8,Canada,146937318,Mason@problem.com
"",Brown,309,Canary Crescent,Belleville,British Columbia,N8A 0B3,Canada,459351786,null@water.com
James,Wilson,154,Birchwood Drive,Lethbridge,New Brunswick,H0H 3C9,Canada,379504860,James@family.com
James,Davis,296,Artz Street,Winnipeg,Prince Edward Island,G6X 2L1,Canada,1300581964,James@program.com
Liam,Taylor,281,Armview Avenue,Burlington,Prince Edward Island,G6X 2L1,Canada,476766867,Liam@system.com
"",Anderson,137,Alex Street,L̩vis,Nunavut,V8B 1P6,Canada,378022466,null@null
James,Williams,390,Chisholm Avenue,Welland,Quebec,"B0T 0Y5 ",Canada,667819677,James@money.com
Alexander,Williams,156,Berkshire Close,Saguenay,Nunavut,N5C 2J8,Canada,1302677454,Alexander@month.com
Mason,Wilson,274,Bedford Highway Ramp,Richmond,Prince Edward Island,E4S 3C4,Canada,767716724,Mason@fact.com
"",Williams,300,Bridgeview Drive,Richmond,Northwest Territories,K1B 3B2,Canada,152106711,null@country.com
"",Thomas,489,Bedford Highway Ramp,Red Deer,Quebec,L3V 1Y8,Canada,643677158,null@year.com
Alexander,Miller,10,Angus L Macdonald Bridge,Pickering,Prince Edward Island,E4M 2G2,Canada,439310186,Alexander@week.com
Alexander,Thomas,355,Braeside Lane,Longueuil,New Brunswick,J0J 3V6,Canada,545826159,Alexander@null
Jacob,Davis,490,Birchwood Drive,Lethbridge,Alberta,B3V 2V1,Canada,1099161342,Jacob@hand.com
Mason,Wilson,74,Abbott Drive,Mirabel,Nunavut,L0N 3J2,Canada,398526427,Mason@story.com
Ethan,Anderson,342,Catamaran Road,Victoria,Yukon,V8B 1P6,Canada,960120566,Ethan@job.com
Alexander,Thomas,425,Cairnwell Close,Victoria,Alberta,T1L 2H8,Canada,1054653461,Alexander@woman.com
William,Anderson,66,Braeburn Road,Airdrie,Quebec,N5C 2J8,Canada,995372200,William@story.com
