First Name,Last Name,Street Number,Street,City,Province,Postal Code,Country,Phone Number,email Address
Jacob,Jones,130,Clovis Avenue,London,Quebec,T1L 2H8,Canada,1367989264,Jacob@question.com
Liam,Williams,281,Braeside Lane,Brantford,Prince Edward Island,J1S 0R4,Canada,386385908,Liam@case.com
Mason,Moore,289,Birmingham Street,Cape Breton,Yukon,B2E 0X4,Canada,942362289,Mason@company.com
Ethan,Anderson,371,Ballantrae Lane,Brantford,Nunavut,E7E 3T7,Canada,604524506,Ethan@year.com
Liam,Taylor,230,Bayers Road,Kawartha Lakes,Northwest Territories,B3V 2V1,Canada,274838606,Liam@group.com
"",Miller,293,Beachstone Drive,Peterborough,New Brunswick,J0N 0Z3,Canada,456341674,null@woman.com
James,Taylor,376,Arthur Street,Halifax,New Brunswick,E7E 3T7,Canada,1227119394,James@story.com
William,Thomas,402,Belmont On The Arm,Kitchener,Alberta,K1B 3B2,Canada,525511524,William@school.com
James,Williams,397,Claremont Street,Prince George,,N8H 2H6,Canada,731333648,James@month.com
James,Williams,221,Carriageway Crescent,Saint-Jean-sur-Richelieu,Saskatchewan,K1B 3B2,Canada,825663284,James@room.com
Jacob,Moore,172,Agricola Street,Surrey,Prince Edward Island,E4S 3C4,Canada,330829117,Jacob@group.com
"",Jackson,8,Bently Drive,Calgary,Quebec,E4M 2G2,Canada,500005999,null@problem.com
Alexander,Jones,456,Clayton Park Drive,Kingston,Nunavut,T1L 2H8,Canada,901425696,Alexander@student.com
Jacob,Williams,446,Bond Street,Trois-Rivi̬res,Prince Edward Island,E7E 3T7,Canada,1177531754,Jacob@case.com
Liam,Moore,301,Balwearie Lane,North Vancouver,Newfoundland and Labrador,G6X 2L1,Canada,885169895,Liam@life.com
