First Name,Last Name,Street Number,Street,City,Province,Postal Code,Country,Phone Number,email Address
William,Thomas,312,Balmoral Road,Kelowna,Alberta,"B0T 0Y5 ",Canada,968824660,William@week.com
"",Jackson,380,Alm-a Ramp,Saint John,Yukon,L4A 0T0,Canada,346456180,null@state.com
Alexander,Taylor,37,Belmont On The Arm,New Westminster,Newfoundland and Labrador,H3J 3P2,Canada,1276393794,Alexander@time.com
Alexander,Johnson,35,Chelmsford Place,Saint-Jean-sur-Richelieu,Nova Scotia,L9R 0A0,Canada,346526424,Alexander@day.com
Jacob,Taylor,299,Abrams Way,Regina,Nunavut,G6X 2L1,Canada,425612068,Jacob@day.com
Alexander,Williams,3,Alderwood Drive,Lethbridge,Prince Edward Island,E5V 3X5,Canada,700831424,Alexander@group.com
Jacob,Taylor,264,Castle Hill Drive,Granby,New Brunswick,,Canada,782324994,Jacob@family.com
"",Jackson,456,Cabot Place,St. Catharines,Newfoundland and Labrador,B2E 0X4,Canada,1182873752,null@problem.com
Jacob,Jones,144,Clayder Lane,Greater Sudbury,Prince Edward Island,B2E 0X4,Canada,736749536,Jacob@time.com
Mason,Thomas,22,Atlantic Street,Calgary,Newfoundland and Labrador,G6X 2L1,Canada,624788724,Mason@month.com
