First Name,Last Name,Street Number,Street,City,Province,Postal Code,Country,Phone Number,email Address
"",Brown,497,Cambridge Street,Langley,Nunavut,L4A 0T0,Canada,362708375,null@Mr.com
Alexander,Anderson,128,Alm-c Ramp,New Westminster,Manitoba,T1L 2H8,Canada,825358453,Alexander@woman.com
Alexander,Miller,219,Avon Crescent,North Vancouver,Newfoundland and Labrador,N8H 2H6,Canada,466316973,Alexander@case.com
Mason,Davis,227,Bromley Road,Niagara Falls,Alberta,K1B 3B2,Canada,554105504,Mason@day.com
Ethan,Jackson,159,Barclay Avenue,Cape Breton,Saskatchewan,N8H 2H6,Canada,325602715,Ethan@lot.com
Mason,Jones,257,Bedros Lane,Cape Breton,Prince Edward Island,J0N 0Z3,Canada,640485944,Mason@mother.com
Liam,Jones,114,Castle Hill Drive,Victoria,Nunavut,J9T 3H4,Canada,481683464,Liam@family.com
William,Johnson,320,Breen Avenue,Saint-Hyacinthe,Northwest Territories,"L4A 0T3 ",Canada,1282780682,William@case.com
Ethan,Thomas,463,Castlepark Grove,Pickering,Manitoba,N4N 0B9,Canada,754591981,Ethan@place.com
Ethan,Jones,446,Benjamin Green Drive,Winnipeg,Nunavut,L0N 3J2,Canada,1400244176,Ethan@job.com
Ethan,Jackson,19,Brunswick Street,Kingston,Alberta,E5V 3X5,Canada,424728918,Ethan@way.com
William,Miller,476,Chain Rock Drive,Mirabel,Yukon,B2E 0X4,Canada,1369857428,William@student.com
