First Name,Last Name,Street Number,Street,City,Province,Postal Code,Country,Phone Number,email Address
Liam,Jones,5,Central Avenue,St. Catharines,Saskatchewan,,Canada,492565459,Liam@week.com
"",Moore,41,Brycedale Lane,St. Catharines,Alberta,L4A 0T0,Canada,283665016,null@company.com
Mason,Davis,259,Autumn Drive,Surrey,Manitoba,V8C 0S2,Canada,1146904238,Mason@job.com
Ethan,Brown,105,Bently Drive,Guelph,Yukon,H3J 3P2,Canada,794616335,Ethan@state.com
Ethan,Moore,373,Chelton Woods Lane,Nanaimo,Yukon,E5V 3X5,Canada,832501900,Ethan@number.com
William,Jones,415,Atlantic Street,Sault Ste. Marie,Nova Scotia,J0N 0Z3,Canada,471104202,William@Mr.com
Liam,Williams,65,Clayton Park Drive,Cape Breton,Saskatchewan,"B0T 0Y5 ",Canada,545944664,Liam@room.com
Jacob,Williams,32,Chebucto Road,Saint-J̩r̫me,Nunavut,K1B 3B2,Canada,642432479,Jacob@way.com
Ethan,Miller,281,Beech Street,Norfolk County,Yukon,E7E 3T7,Canada,543261469,Ethan@school.com
William,Jones,57,Bedford Row,Chilliwack,Northwest Territories,L3V 1Y8,Canada,359840211,William@lot.com
"",Brown,343,Birchfield Crescent,Saskatoon,Northwest Territories,J9P 1C6,Canada,362697179,null@month.com
"",Moore,20,Brook Street,Medicine Hat,Alberta,"V1K 1V0 ",Canada,563552108,null@work.com
Mason,Taylor,432,Abbott Drive,Halton Hills,British Columbia,T1L 2H8,Canada,595070547,Mason@program.com
