First Name,Last Name,Street Number,Street,City,Province,Postal Code,Country,Phone Number,email Address
Alexander,Jackson,124,Cabot Place,St. Catharines,Northwest Territories,N8A 0B3,Canada,769827112,Alexander@year.com
"",Miller,171,Aster Court,Prince George,,V8C 0S2,Canada,1352298086,null@time.com
"",Miller,378,Anchor Drive,Welland,Manitoba,L0N 3J2,Canada,1231041342,null@school.com
Ethan,Jackson,4,Apollo Court,Blainville,,H3J 3P2,Canada,1197916144,Ethan@company.com
"",Miller,446,Altavista Lane,Oakville,,G0H 2P3,Canada,793573482,null@point.com
Mason,Brown,27,Cedar Street,Calgary,Prince Edward Island,N8A 0B3,Canada,477477987,Mason@point.com
James,Moore,337,Camelot Lane,Burnaby,Nunavut,B3V 2V1,Canada,621820627,James@school.com
Jacob,Miller,374,Alex Street,Nanaimo,New Brunswick,L0N 3J2,Canada,1332550788,Jacob@problem.com
James,,78,Carlton Street,Richmond Hill,Saskatchewan,E7E 3T7,Canada,1199288844,James@school.com
Ethan,,411,Bland Street,Milton,Prince Edward Island,L3V 1Y8,Canada,175604810,Ethan@year.com
William,Jones,342,Blowers Street,Markham,Newfoundland and Labrador,B3V 2V1,Canada,1012078202,William@question.com
"",Wilson,196,Bridges Street,North Vancouver,Saskatchewan,J9T 3H4,Canada,958419742,null@child.com
"",Thomas,117,Bond Street,Calgary,Newfoundland and Labrador,E5V 3X5,Canada,1189347267,null@country.com
James,Jones,288,Belmont Road,Calgary,Northwest Territories,J9P 1C6,Canada,922607550,James@fact.com
